,collocate,raw_frequency,MI
430,nick,1,3.981348590877209
431,scares,1,5.7731080601052644
432,chaffinches,1,5.7731080601052644
433,grinned,1,5.7731080601052644
434,rogue,1,2.8286690809388237
435,saint,1,3.981348590877209
436,michael,1,5.079960879545319
437,serves,1,5.7731080601052644
438,nicholas,1,5.7731080601052644
439,malices,1,5.7731080601052644
440,homeward,1,4.163670147671164
441,cloth,1,3.827197911049951
442,rob,1,3.4705229671112185
443,portly,1,5.7731080601052644
444,surplice,1,5.7731080601052644
445,bethink,1,3.6936665184254283
446,willers,1,5.079960879545319
447,goods,1,5.079960879545319
448,dispossessed,1,5.7731080601052644
449,shouted,1,3.065057859003054
450,slipping,1,4.163670147671164
451,steeply,1,5.7731080601052644
452,uphill,1,5.7731080601052644
453,slower,1,4.6744957714371544
454,proportion,1,3.827197911049951
455,wha,1,4.163670147671164
456,miss,1,1.3542674523086662
457,quarrel,1,2.728585622381841
458,sped,1,3.375212787306894
459,stumbled,1,4.386813698985374
460,corn,1,3.981348590877209
461,harvest,1,5.079960879545319
462,remain,1,3.5758834827690444
463,reinforcement,1,4.6744957714371544
464,principles,1,4.163670147671164
465,exquisite,1,5.7731080601052644
466,memorandum,1,5.7731080601052644
467,afore,1,4.386813698985374
468,unlikely,1,5.7731080601052644
469,seize,1,3.6936665184254283
470,disputed,1,5.079960879545319
471,thirteen,1,4.386813698985374
472,cringing,1,5.7731080601052644
473,pale,1,2.2766004986387838
474,candle,1,2.8827363022090995
475,worship,1,4.6744957714371544
476,reverend,1,5.7731080601052644
477,hodge,1,5.7731080601052644
478,towards,1,1.4826486189568728
479,henceforth,1,5.079960879545319
480,closely,1,3.2882014103172637
481,rat,1,5.7731080601052644
482,brute,1,5.079960879545319
483,changeth,1,5.7731080601052644
484,messenger,1,2.515011522083782
485,murrey,1,3.6936665184254283
486,coloured,1,3.5758834827690444
487,broke,1,1.9229604583952056
488,soldiery,1,3.981348590877209
489,lapse,1,5.7731080601052644
490,piteously,1,5.079960879545319
491,thee,1,3.2882014103172637
492,shalt,1,3.981348590877209
493,travel,1,4.163670147671164
494,adornment,1,5.7731080601052644
495,seek,1,2.5542322352370634
496,sanctuary,1,3.981348590877209
497,oppress,1,5.079960879545319
498,natural,1,2.6376138441761143
499,twain,1,4.6744957714371544
500,faugh,1,5.7731080601052644
501,husband,1,3.5758834827690444
502,chapter,1,1.6142249767455923
503,iii,1,3.6936665184254283
504,fen,1,3.375212787306894
505,bank,1,2.8286690809388237
506,snugly,1,5.7731080601052644
507,hulk,1,5.079960879545319
508,shaken,1,3.4705229671112185
509,ride,1,2.3073721573055375
510,wilful,1,5.079960879545319
511,ferryman,1,3.065057859003054
512,rising,1,2.8827363022090995
513,win,1,3.2882014103172637
514,cabin,1,2.1355219003788783
515,gaunt,1,5.7731080601052644
516,thy,1,3.4705229671112185
517,betters,1,5.079960879545319
518,undid,1,5.079960879545319
519,piping,1,3.981348590877209
520,labyrinth,1,5.079960879545319
521,keeping,1,2.5542322352370634
522,fenne,1,4.386813698985374
523,whispered,1,2.8286690809388237
524,winking,1,5.7731080601052644
525,breasting,1,5.079960879545319
526,animal,1,4.386813698985374
527,bawled,1,4.6744957714371544
528,taunting,1,5.7731080601052644
529,afoot,1,3.2081587026437273
530,midway,1,5.079960879545319
531,swimming,1,4.6744957714371544
532,accomplishment,1,5.079960879545319
533,despise,1,5.7731080601052644
534,promised,1,3.375212787306894
535,liker,1,4.6744957714371544
536,jest,1,5.079960879545319
537,aught,1,4.163670147671164
538,moving,1,2.8286690809388237
539,wine,1,2.1355219003788783
540,fork,1,4.6744957714371544
541,tabard,1,4.386813698985374
542,spying,1,3.6936665184254283
543,dry,1,2.477271194100935
544,clearing,1,3.4705229671112185
545,loophole,1,3.000519337865483
546,farther,1,1.8812877619946375
547,si,1,5.7731080601052644
548,battered,1,5.079960879545319
549,poised,1,5.7731080601052644
550,spoon,1,4.6744957714371544
551,further,1,1.7657748748727933
552,slumbering,1,5.7731080601052644
553,boys,1,3.2081587026437273
554,struggle,1,3.827197911049951
555,foully,1,3.827197911049951
556,wronged,1,5.7731080601052644
557,worth,1,2.515011522083782
558,ache,1,5.079960879545319
559,avenging,1,5.079960879545319
560,bred,1,4.6744957714371544
561,fostered,1,5.7731080601052644
562,stark,1,5.079960879545319
563,sake,1,2.1355219003788783
564,cross,1,1.7657748748727933
565,dismounting,1,4.6744957714371544
566,undespatched,1,5.7731080601052644
567,aside,1,2.477271194100935
568,motionless,1,3.827197911049951
569,stabbed,1,4.386813698985374
570,splendid,1,4.6744957714371544
571,degree,1,3.4705229671112185
572,wondering,1,3.2882014103172637
573,hacked,1,5.7731080601052644
574,seeming,1,4.163670147671164
575,dagger,1,2.777375786551273
576,kill,1,3.2882014103172637
577,kitten,1,5.7731080601052644
578,defends,1,5.7731080601052644
579,stronger,1,3.4705229671112185
580,throweth,1,5.7731080601052644
581,coward,1,3.1340507304900056
582,punish,1,3.827197911049951
583,weapons,1,3.2882014103172637
584,coldly,1,4.386813698985374
585,soberly,1,4.6744957714371544
586,walketh,1,5.079960879545319
587,speedily,1,2.777375786551273
588,eminence,1,4.163670147671164
589,greater,1,2.777375786551273
590,hearkeneth,1,5.7731080601052644
591,assured,1,3.5758834827690444
592,footsteps,1,3.827197911049951
593,crossed,1,2.2177599986158505
594,chiefly,1,4.163670147671164
595,cause,1,2.2177599986158505
596,astonished,1,4.6744957714371544
597,thereafter,1,4.386813698985374
598,horseback,1,4.386813698985374
599,harsh,1,4.6744957714371544
600,executed,1,4.386813698985374
601,dawn,1,3.4705229671112185
602,staggering,1,4.163670147671164
603,excited,1,4.163670147671164
604,whisper,1,3.6936665184254283
605,bestir,1,5.079960879545319
606,cell,1,3.981348590877209
607,entrance,1,3.000519337865483
608,altered,1,5.079960879545319
609,ne,1,4.6744957714371544
610,nourished,1,5.079960879545319
611,taught,1,3.6936665184254283
612,arrived,1,3.375212787306894
613,laughed,1,2.5542322352370634
614,justly,1,5.079960879545319
615,mysteries,1,5.7731080601052644
616,guardian,1,3.2882014103172637
617,murdered,1,4.386813698985374
618,slay,1,3.6936665184254283
619,wrath,1,4.163670147671164
620,estate,1,2.8827363022090995
621,corpulent,1,5.7731080601052644
622,stepping,1,4.163670147671164
623,hasty,1,4.386813698985374
624,musing,1,3.981348590877209
625,lowering,1,4.163670147671164
626,forebodings,1,5.079960879545319
627,amend,1,3.000519337865483
628,sleepeth,1,5.7731080601052644
629,hither,1,3.1340507304900056
630,challenge,1,5.079960879545319
631,secret,1,2.40581223011879
632,trap,1,2.8827363022090995
633,unlocking,1,5.7731080601052644
634,cobwebs,1,5.7731080601052644
635,large,1,2.777375786551273
636,continually,1,2.515011522083782
637,deadly,1,2.8827363022090995
638,cared,1,4.386813698985374
639,protectors,1,5.7731080601052644
640,object,1,3.981348590877209
641,bough,1,4.6744957714371544
642,recognise,1,3.981348590877209
643,prayer,1,3.2081587026437273
644,doubtless,1,2.6820656067469484
645,deviations,1,5.7731080601052644
646,scalp,1,5.079960879545319
647,ounce,1,5.7731080601052644
648,jester,1,5.079960879545319
649,taketh,1,5.7731080601052644
650,rents,1,5.079960879545319
651,flew,1,3.5758834827690444
652,thicket,1,2.728585622381841
653,untrue,1,4.386813698985374
654,knyght,1,5.079960879545319
655,mistresse,1,5.7731080601052644
656,joan,1,3.065057859003054
657,sedley,1,3.4705229671112185
658,huge,1,3.1340507304900056
659,younger,1,3.1340507304900056
660,brothers,1,5.7731080601052644
661,entered,1,2.40581223011879
662,hastily,1,2.939894716049048
663,street,1,2.059535993400956
664,capper,1,3.2081587026437273
665,pointed,1,2.939894716049048
666,blew,1,2.8286690809388237
667,link,1,3.827197911049951
668,cloaked,1,5.079960879545319
669,proof,1,3.375212787306894
670,infamous,1,5.079960879545319
671,main,1,2.2766004986387838
672,interior,1,3.6936665184254283
673,weareth,1,5.7731080601052644
674,shots,1,3.5758834827690444
675,icy,1,4.386813698985374
676,wall,1,1.8218643415238367
677,faint,1,2.939894716049048
678,perforce,1,5.7731080601052644
679,promise,1,2.6820656067469484
680,jacks,1,4.6744957714371544
681,hoods,1,5.079960879545319
682,wore,1,2.939894716049048
683,bonnets,1,5.7731080601052644
684,strengthened,1,5.079960879545319
685,stature,1,5.079960879545319
686,older,1,3.981348590877209
687,insensibly,1,5.7731080601052644
688,backwards,1,5.7731080601052644
689,ignorantly,1,5.7731080601052644
690,foolhardily,1,5.079960879545319
691,addresses,1,5.7731080601052644
692,absolute,1,5.079960879545319
693,surrendered,1,4.6744957714371544
694,windows,1,3.000519337865483
695,doubted,1,4.6744957714371544
696,purple,1,5.7731080601052644
697,fur,1,4.6744957714371544
698,surcoat,1,4.6744957714371544
699,dignity,1,4.163670147671164
700,answerable,1,5.079960879545319
701,tit,1,5.079960879545319
702,confusion,1,3.065057859003054
703,mellay,1,4.163670147671164
704,beach,1,2.0842286059913278
705,unfortunate,1,3.827197911049951
706,conducted,1,4.386813698985374
707,ruined,1,3.6936665184254283
708,longing,1,5.079960879545319
709,vengeance,1,3.375212787306894
710,obstacles,1,5.079960879545319
711,steeds,1,4.6744957714371544
712,saddled,1,4.163670147671164
713,decked,1,5.079960879545319
714,hurriedly,1,4.163670147671164
715,thanking,1,4.163670147671164
716,weather,1,2.3719106784431085
717,knife,1,2.6376138441761143
718,modern,1,5.079960879545319
719,gait,1,5.079960879545319
720,bearing,1,3.2882014103172637
721,joy,1,3.000519337865483
722,addressing,1,3.981348590877209
723,piety,1,3.981348590877209
724,lockfast,1,5.079960879545319
725,chests,1,5.079960879545319
726,preparing,1,5.079960879545319
727,covered,1,2.8827363022090995
728,firelight,1,4.6744957714371544
729,burned,1,2.5542322352370634
730,hay,1,4.386813698985374
731,presently,1,1.4690429669010945
732,similarly,1,4.386813698985374
733,secured,1,4.386813698985374
734,taking,1,2.0354384418218956
735,possession,1,3.5758834827690444
736,numbers,1,3.981348590877209
737,climbed,1,3.981348590877209
738,deck,1,1.6787634978831634
739,praying,1,3.6936665184254283
740,task,1,4.6744957714371544
741,terror,1,2.189589121649154
742,overheard,1,3.981348590877209
743,panic,1,4.163670147671164
744,stricken,1,4.6744957714371544
745,someone,1,2.939894716049048
746,stem,1,4.163670147671164
747,sprays,1,3.6936665184254283
748,bootless,1,5.079960879545319
749,peering,1,3.981348590877209
750,shipman,1,3.000519337865483
751,byword,1,5.079960879545319
752,coats,1,3.827197911049951
753,fancy,1,2.1621901474610397
754,jacket,1,3.5758834827690444
755,sore,1,2.515011522083782
756,worshipful,1,5.7731080601052644
757,seized,1,3.000519337865483
758,control,1,4.386813698985374
759,birth,1,4.163670147671164
760,glance,1,2.5542322352370634
761,den,1,3.827197911049951
762,burrow,1,5.079960879545319
763,mirror,1,5.079960879545319
764,infallibly,1,4.6744957714371544
765,commodious,1,5.079960879545319
766,plastered,1,5.7731080601052644
767,framed,1,5.079960879545319
768,carven,1,5.7731080601052644
769,plentiful,1,5.7731080601052644
770,sprawled,1,4.6744957714371544
771,gambling,1,5.7731080601052644
772,exchanged,1,4.386813698985374
773,guffaws,1,5.7731080601052644
774,affecting,1,4.386813698985374
775,demure,1,5.7731080601052644
776,suited,1,4.163670147671164
777,disguise,1,3.375212787306894
778,utter,1,4.163670147671164
779,lit,1,3.2081587026437273
780,blazing,1,5.7731080601052644
781,intoxicated,1,5.7731080601052644
782,hazily,1,5.7731080601052644
783,caught,1,2.3073721573055375
784,despite,1,5.079960879545319
785,hissed,1,5.079960879545319
786,treachery,1,3.6936665184254283
787,wot,1,3.2081587026437273
788,rede,1,5.079960879545319
789,en,1,3.375212787306894
790,flickering,1,4.163670147671164
791,understand,1,2.0119079444117016
792,bolt,1,3.5758834827690444
793,upright,1,4.386813698985374
794,rood,1,2.8286690809388237
795,stole,1,3.827197911049951
796,sooth,1,2.6820656067469484
797,smelling,1,4.386813698985374
798,landing,1,3.2882014103172637
799,ordered,1,3.6936665184254283
800,nave,1,4.163670147671164
801,trapped,1,5.079960879545319
802,sweetheart,1,3.375212787306894
803,obtained,1,4.6744957714371544
804,built,1,3.6936665184254283
805,design,1,2.939894716049048
806,sinful,1,5.079960879545319
807,lamely,1,4.6744957714371544
808,innocently,1,5.079960879545319
809,priest,1,1.9019070491973733
810,borne,1,4.6744957714371544
811,vigilance,1,4.386813698985374
812,alarm,1,2.8286690809388237
813,pushed,1,3.2882014103172637
814,magnificently,1,5.7731080601052644
815,brain,1,4.386813698985374
816,swam,1,4.163670147671164
817,dizzily,1,4.6744957714371544
818,eddies,1,5.079960879545319
819,officiously,1,5.7731080601052644
820,followers,1,3.065057859003054
821,suppressed,1,4.6744957714371544
822,gesture,1,3.6936665184254283
823,frowningly,1,5.7731080601052644
824,discretion,1,3.2882014103172637
825,accuse,1,4.6744957714371544
826,custody,1,4.6744957714371544
827,reft,1,5.7731080601052644
828,yesternight,1,5.7731080601052644
829,risingham,1,2.1621901474610397
830,extreme,1,2.6376138441761143
831,outskirts,1,3.981348590877209
832,enemy,1,2.515011522083782
833,leaning,1,3.375212787306894
834,unjust,1,3.827197911049951
835,sharply,1,2.728585622381841
836,ending,1,5.7731080601052644
837,penny,1,3.5758834827690444
838,pie,1,3.981348590877209
839,paid,1,2.477271194100935
840,flagon,1,5.079960879545319
841,misdoubt,1,3.4705229671112185
842,hey,1,3.4705229671112185
843,dartmouth,1,4.6744957714371544
844,personal,1,4.386813698985374
845,sim,1,5.079960879545319
846,bankrupt,1,5.7731080601052644
847,debtor,1,4.6744957714371544
848,stolen,1,3.981348590877209
849,virgin,1,4.163670147671164
850,bordeaux,1,5.7731080601052644
851,arblaster,1,2.40581223011879
852,regained,1,4.386813698985374
853,temper,1,3.1340507304900056
854,grow,1,2.939894716049048
855,pirret,1,3.2081587026437273
856,tale,1,2.6820656067469484
857,int,1,4.6744957714371544
858,bodily,1,3.6936665184254283
859,isolated,1,4.6744957714371544
860,clumps,1,4.163670147671164
861,gesticulating,1,5.079960879545319
862,port,1,2.6820656067469484
